# Server version 0.08 running on jdery-S400CA:8123
# Game ID: 7
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Thu Mar 20 23:25:28 EDT 2014
# Player 1: Player-0, '260430688', running on localhost
# Player 2: Player-1, 'random', running on localhost
# Player 3: Player-2, 'random', running on localhost
# Player 4: Player-3, 'random', running on localhost
START Player-0 260430688
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (14,3) (15,4)
2 (0,13) (0,11)
2 (0,11) (0,13)
2 (0,13) (2,11)
2 null null
3 (14,14) (12,12)
3 null null
0 (3,3) (4,4)
1 (13,1) (13,3)
1 null null
2 (2,11) (1,10)
3 (15,14) (13,12)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 null null
0 (4,4) (5,5)
1 (14,1) (12,3)
1 (12,3) (14,3)
1 null null
2 (2,14) (3,13)
3 (13,12) (14,11)
0 (5,5) (6,6)
1 (13,0) (14,1)
2 (0,12) (0,13)
3 (13,13) (12,13)
0 (6,6) (7,7)
1 (13,2) (13,4)
1 (13,4) (13,2)
1 (13,2) (11,0)
1 (11,0) (13,2)
1 (13,2) (13,4)
1 null null
2 (2,13) (3,12)
3 (13,15) (13,13)
3 (13,13) (13,15)
3 (13,15) (11,13)
3 (11,13) (13,11)
3 null null
0 (7,7) (8,8)
1 (12,1) (12,2)
2 (1,10) (0,10)
3 (13,11) (13,12)
0 (8,8) (9,9)
1 (14,1) (13,1)
2 (1,14) (2,13)
3 (12,12) (11,12)
0 (9,9) (10,10)
1 (13,4) (12,4)
2 (0,13) (1,14)
3 (11,12) (11,11)
0 (10,10) (12,12)
