# Server version 0.08 running on jdery-S400CA:8123
# Game ID: 18
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Fri Mar 21 21:56:48 EDT 2014
# Player 1: Player-0, '260430688', running on localhost
# Player 2: Player-1, 'random', running on localhost
# Player 3: Player-2, 'random', running on localhost
# Player 4: Player-3, 'random', running on localhost
START Player-0 260430688
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (13,1) (11,1)
1 (11,1) (13,1)
1 (13,1) (13,3)
1 null null
2 (0,12) (1,11)
3 (13,13) (11,15)
3 null null
0 (3,3) (4,4)
1 (14,3) (14,4)
2 (1,11) (2,10)
3 (12,15) (10,15)
3 (10,15) (12,15)
3 (12,15) (12,13)
3 (12,13) (12,15)
3 (12,15) (10,15)
3 (10,15) (12,15)
3 (12,15) (12,13)
3 (12,13) (12,15)
3 null null
0 (4,4) (5,5)
1 (14,1) (14,3)
1 (14,3) (14,1)
1 (14,1) (14,3)
1 (14,3) (12,3)
1 (12,3) (14,3)
1 (14,3) (14,1)
1 (14,1) (12,3)
1 null null
2 (2,13) (2,12)
3 (14,13) (13,13)
0 (5,5) (6,6)
1 (14,4) (13,4)
2 (2,15) (4,13)
2 null null
3 (12,15) (14,13)
3 (14,13) (12,15)
3 null null
0 (6,6) (7,7)
1 (14,2) (12,2)
1 null null
2 (2,14) (2,15)
3 (15,13) (13,11)
3 (13,11) (15,13)
3 (15,13) (15,11)
3 null null
0 (7,7) (8,8)
1 (14,0) (14,1)
2 (0,13) (2,11)
2 (2,11) (0,13)
2 null null
3 (13,13) (12,13)
0 (8,8) (9,9)
1 (13,2) (11,2)
1 (11,2) (13,2)
1 (13,2) (11,4)
1 (11,4) (13,2)
1 (13,2) (11,4)
1 (11,4) (13,2)
1 (13,2) (11,0)
1 (11,0) (13,2)
1 (13,2) (11,2)
1 null null
2 (3,15) (4,15)
3 (15,11) (14,10)
0 (9,9) (10,10)
1 (13,0) (11,0)
1 (11,0) (13,0)
1 null null
2 (0,13) (2,11)
2 null null
3 (14,10) (14,11)
0 (10,10) (11,11)
1 (13,0) (14,0)
2 (2,11) (2,13)
2 (2,13) (0,13)
2 (0,13) (2,13)
2 null null
3 (15,12) (13,10)
3 null null
0 (11,11) (12,12)
1 (13,3) (11,3)
1 (11,3) (11,1)
1 (11,1) (13,3)
1 (13,3) (11,1)
1 null null
2 (1,12) (1,11)
3 (14,14) (15,13)
0 (12,12) (13,13)
1 (12,0) (10,2)
1 (10,2) (12,0)
1 null null
2 (2,10) (0,12)
2 null null
3 (14,11) (13,11)
0 (13,13) (14,14)
1 (12,0) (10,2)
1 null null
2 (0,14) (0,13)
3 (13,11) (12,12)
0 (14,14) (14,13)
1 (12,3) (13,3)
2 (4,15) (5,14)
3 (14,12) (13,12)
0 (14,13) (14,14)
1 (15,1) (14,2)
2 (5,14) (4,14)
3 (13,15) (13,13)
3 (13,13) (13,15)
3 (13,15) (11,13)
3 (11,13) (13,11)
3 null null
0 (14,14) (14,13)
1 (11,2) (12,3)
2 (2,15) (3,15)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 (13,12) (11,12)
3 null null
0 (14,13) (14,14)
1 (15,2) (14,3)
2 (4,13) (5,14)
3 (13,10) (12,11)
0 (14,14) (14,13)
1 (14,1) (15,1)
2 (1,13) (1,12)
3 (11,12) (13,12)
3 (13,12) (11,14)
3 (11,14) (13,12)
3 (13,12) (13,10)
3 (13,10) (11,12)
3 (11,12) (13,10)
3 null null
0 (14,13) (14,14)
1 (12,2) (14,4)
1 null null
2 (2,13) (3,12)
3 (15,13) (13,15)
3 (13,15) (11,13)
3 null null
0 (14,14) (15,13)
1 (10,2) (9,2)
2 (3,12) (3,13)
3 (13,10) (13,12)
3 (13,12) (13,10)
3 null null
0 (15,13) (14,14)
1 (14,2) (13,2)
2 (1,12) (3,12)
2 (3,12) (1,12)
2 (1,12) (1,10)
2 (1,10) (1,12)
2 (1,12) (1,10)
2 (1,10) (1,12)
2 null null
3 (12,12) (13,12)
0 (14,14) (15,13)
1 (14,3) (14,5)
1 (14,5) (14,3)
1 (14,3) (14,5)
1 (14,5) (14,3)
1 (14,3) (14,5)
1 (14,5) (14,3)
1 (14,3) (14,5)
1 (14,5) (14,3)
1 (14,3) (12,5)
1 null null
2 (0,12) (0,14)
2 (0,14) (2,14)
2 (2,14) (0,14)
2 (0,14) (2,14)
2 (2,14) (4,12)
2 (4,12) (2,14)
2 (2,14) (0,14)
2 null null
3 (12,11) (11,10)
0 (15,13) (14,14)
1 (13,4) (15,4)
1 (15,4) (13,4)
1 (13,4) (11,2)
1 null null
2 (1,14) (2,15)
3 (13,14) (14,13)
